,Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCOUNTSPAYABLE.FPERIOD,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ACCTSRECEIVTRADENET.FPERIOD,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.ADVERTISINGEXPENSE.FPERIOD,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.BACKLOGVALUEACTUAL.FPERIOD,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALEXPENDITURES.FPERIOD,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CAPITALLEASEOBLIGATIONS.FPERIOD,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHANDSTINVESTMENTS.FPERIOD,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.CASHFROMOPERATINGACT.FPERIOD,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.COSTOFREVENUETOTAL.FPERIOD,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUECURRENT.FPERIOD,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEFERREDREVENUELT.FPERIOD,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.DEPRDEPLETIONANDAMORT.FPERIOD,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITACTVALUE.FPERIOD,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EBITDAACTVALUE.FPERIOD,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.EMPLOYEES.FPERIOD,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GOODWILLNET.FPERIOD,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK.FPERIOD,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INCOMETAXESPAYABLE.FPERIOD,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTEXPENSENETNONOPER.FPERIOD,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTANGIBLESNET.FPERIOD,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INTERESTINCOMENONOPERATING.FPERIOD,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.INVENTORYACTVALUE.FPERIOD,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET.FPERIOD,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.LEASEEXPENSETOTAL.FPERIOD,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.MINORITYINTERESTBSSTMT.FPERIOD,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOME.FPERIOD,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS.FPERIOD,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.NETINCOMEBEFORETAXES.FPERIOD,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTASSETS.FPERIOD,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERCURRENTLIABTOTAL.FPERIOD,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL.FPERIOD,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL.FPERIOD,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.OTHERNONOPERATINGINCOME.FPERIOD,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS.FPERIOD,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET.FPERIOD,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.RECEIVABLESOTHER.FPERIOD,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.REDEEMABLEPREFERREDTTL.FPERIOD,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.RESEARCHANDDEVELOPMENT.FPERIOD,TR.REVENUE,TR.REVENUE.CALCDATE,TR.REVENUE.FPERIOD,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.FPERIOD,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.FPERIOD,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SGAEXPENSETOTAL.FPERIOD,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.SPECIALITEMSMM.FPERIOD,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXCURDOM.FPERIOD,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXDEFTOT.FPERIOD,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TAXOTHINCTOT.FPERIOD,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALASSETSREPORTED.FPERIOD,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRLIABILITIES.FPERIOD,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALCURRENTASSETS.FPERIOD,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALDEBTOUTSTANDING.FPERIOD,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALEQUITY.FPERIOD,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALINVENTORY.FPERIOD,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLIABILITIES.FPERIOD,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TOTALLONGTERMDEBT.FPERIOD,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.TTLPREFERREDSHARESOUT.FPERIOD,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE,TR.WARRANTSCONVERTED.FPERIOD
985,IQG.L,4165000.0,2016-08-16,FY2015,5730000.0,2016-08-16,FY2015,,,,,,,-2848000.0,2016-08-16,FY2015,,2016-08-16,FY2016,5392000.0,2016-08-16,FY2015,-3487000.0,2016-08-16,FY2015,14290000.0,2016-08-16,FY2015,,2016-08-16,FY2016,,,,7682000.0,2016-08-16,FY2015,,2016-12-31,,,2016-12-31,,180,2016-08-16,FY2015,4271000.0,2016-08-16,FY2015,0.0,2016-08-16,FY2015,0.0,2016-08-16,FY2015,-287000.0,2016-08-16,FY2015,5515000.0,2016-08-16,FY2015,,2016-08-16,FY2016,,,,9602000.0,2016-08-16,FY2015,,,,456000.0,2016-08-16,FY2015,-16569000.0,2016-08-16,FY2015,-16569000.0,2016-08-16,FY2015,-17268000.0,2016-08-16,FY2015,,,,135000.0,2016-08-16,FY2015,,,,854000.0,2016-08-16,FY2015,-14000.0,2016-08-16,FY2015,1903000.0,2016-08-16,FY2015,943000.0,2016-08-16,FY2015,2665000.0,2016-08-16,FY2015,,,,,,,21982000.0,2016-08-16,FY2015,,2016-08-16,FY2016,,,,,2016-08-16,FY2015,-8136000.0,2016-08-16,FY2015,0.0,2016-08-16,FY2015,-177000.0,2016-08-16,FY2015,-632000.0,2016-08-16,FY2015,28213000.0,2016-08-16,FY2015,9752000.0,2016-08-16,FY2015,17484000.0,2016-08-16,FY2015,5623000.0,2016-08-16,FY2015,11494000.0,2016-08-16,FY2015,2815000.0,2016-08-16,FY2015,16719000.0,2016-08-16,FY2015,4500000.0,2016-08-16,FY2015,,,,,,
986,IQG.L,3828000.0,2017-03-21,FY2016,9153000.0,2017-03-21,FY2016,,,,,,,-2085000.0,2017-03-21,FY2016,,2017-03-21,FY2016,3498000.0,2017-03-21,FY2016,-2036000.0,2017-03-21,FY2016,16280000.0,2017-03-21,FY2016,,2017-03-21,FY2016,,,,8711000.0,2017-03-21,FY2016,,2017-06-30,,,2017-06-30,,142,2017-03-21,FY2016,0.0,2017-03-21,FY2016,0.0,2017-03-21,FY2016,,2017-03-21,FY2015,-302000.0,2017-03-21,FY2016,3616000.0,2017-03-21,FY2016,44000.0,2017-03-21,FY2016,,,,4518000.0,2017-03-21,FY2016,,,,473000.0,2017-03-21,FY2016,-5196000.0,2017-03-21,FY2016,-5196000.0,2017-03-21,FY2016,-6444000.0,2017-03-21,FY2016,,,,269000.0,2017-03-21,FY2016,,,,221000.0,2017-03-21,FY2016,-21000.0,2017-03-21,FY2016,2050000.0,2017-03-21,FY2016,745000.0,2017-03-21,FY2016,3135000.0,2017-03-21,FY2016,,,,,,,26523000.0,2017-03-21,FY2016,,2017-03-21,FY2016,,,,,2017-03-21,FY2016,-4919000.0,2017-03-21,FY2016,0.0,2017-03-21,FY2016,-555000.0,2017-03-21,FY2016,-1136000.0,2017-03-21,FY2016,22144000.0,2017-03-21,FY2016,8989000.0,2017-03-21,FY2016,17783000.0,2017-03-21,FY2016,3250000.0,2017-03-21,FY2016,9278000.0,2017-03-21,FY2016,1064000.0,2017-03-21,FY2016,12866000.0,2017-03-21,FY2016,2500000.0,2017-03-21,FY2016,,,,,,
987,IQG.L,3828000.0,2017-09-28,FY2016,9153000.0,2017-09-28,FY2016,,,,,,,-2085000.0,2017-09-28,FY2016,,2017-09-28,FY2017,3498000.0,2017-09-28,FY2016,-2036000.0,2017-09-28,FY2016,16280000.0,2017-09-28,FY2016,,2017-09-28,FY2017,,,,8711000.0,2017-09-28,FY2016,,2017-12-31,,,2017-12-31,,142,2017-09-28,FY2016,0.0,2017-09-28,FY2016,0.0,2017-09-28,FY2016,,2017-09-28,FY2015,-302000.0,2017-09-28,FY2016,3616000.0,2017-09-28,FY2016,44000.0,2017-09-28,FY2016,,,,4518000.0,2017-09-28,FY2016,,,,473000.0,2017-09-28,FY2016,-5196000.0,2017-09-28,FY2016,-5196000.0,2017-09-28,FY2016,-6444000.0,2017-09-28,FY2016,,,,269000.0,2017-09-28,FY2016,,,,221000.0,2017-09-28,FY2016,-21000.0,2017-09-28,FY2016,2050000.0,2017-09-28,FY2016,745000.0,2017-09-28,FY2016,3135000.0,2017-09-28,FY2016,,,,,,,26523000.0,2017-09-28,FY2016,,2017-09-28,FY2017,,,,,2017-09-28,FY2016,-4919000.0,2017-09-28,FY2016,0.0,2017-09-28,FY2016,-555000.0,2017-09-28,FY2016,-1136000.0,2017-09-28,FY2016,22144000.0,2017-09-28,FY2016,8989000.0,2017-09-28,FY2016,17783000.0,2017-09-28,FY2016,3250000.0,2017-09-28,FY2016,9278000.0,2017-09-28,FY2016,1064000.0,2017-09-28,FY2016,12866000.0,2017-09-28,FY2016,2500000.0,2017-09-28,FY2016,,,,,,
988,IQG.L,,2018-03-15,FY2017,10544000.0,2018-03-15,FY2017,,,,,,,-1953000.0,2018-03-15,FY2017,,2018-03-15,FY2017,9114000.0,2018-03-15,FY2017,3623000.0,2018-03-15,FY2017,10088000.0,2018-03-15,FY2017,,2018-03-15,FY2017,,,,2852000.0,2018-03-15,FY2017,,2018-06-30,,,2018-06-30,,,2018-03-15,FY2017,,2018-03-15,FY2017,,2018-03-15,FY2017,,2018-03-15,FY2015,0.0,2018-03-15,FY2017,2962000.0,2018-03-15,FY2017,3000.0,2018-03-15,FY2017,,,,5165000.0,2018-03-15,FY2017,,,,434000.0,2018-03-15,FY2017,-3055000.0,2018-03-15,FY2017,479000.0,2018-03-15,FY2017,430000.0,2018-03-15,FY2017,,,,,2018-03-15,FY2017,,,,219000.0,2018-03-15,FY2017,,2018-03-15,FY2016,,2018-03-15,FY2017,493000.0,2018-03-15,FY2017,,2018-03-15,FY2017,,,,,,,16459000.0,2018-03-15,FY2017,,2018-03-15,FY2017,,,,237000.0,2018-03-15,FY2017,0.0,2018-03-15,FY2017,,2018-03-15,FY2017,,2018-03-15,FY2017,,2018-03-15,FY2017,24572000.0,2018-03-15,FY2017,9961000.0,2018-03-15,FY2017,21117000.0,2018-03-15,FY2017,2500000.0,2018-03-15,FY2017,11692000.0,2018-03-15,FY2017,1459000.0,2018-03-15,FY2017,12880000.0,2018-03-15,FY2017,1750000.0,2018-03-15,FY2017,,,,,,
989,IQG.L,,2018-09-27,FY2017,10544000.0,2018-09-27,FY2017,,,,,,,-1953000.0,2018-09-27,FY2017,,2018-09-27,FY2018,9114000.0,2018-09-27,FY2017,3623000.0,2018-09-27,FY2017,10088000.0,2018-09-27,FY2017,,2018-09-27,FY2018,,,,2852000.0,2018-09-27,FY2017,,2018-12-31,,,2018-12-31,,,2018-09-27,FY2017,,2018-09-27,FY2017,,2018-09-27,FY2017,,2018-09-27,FY2015,0.0,2018-09-27,FY2017,2962000.0,2018-09-27,FY2017,3000.0,2018-09-27,FY2017,,,,5165000.0,2018-09-27,FY2017,,,,434000.0,2018-09-27,FY2017,-3055000.0,2018-09-27,FY2017,479000.0,2018-09-27,FY2017,430000.0,2018-09-27,FY2017,,,,,2018-09-27,FY2017,,,,219000.0,2018-09-27,FY2017,,2018-09-27,FY2016,,2018-09-27,FY2017,493000.0,2018-09-27,FY2017,,2018-09-27,FY2017,,,,,,,16459000.0,2018-09-27,FY2017,,2018-09-27,FY2018,,,,237000.0,2018-09-27,FY2017,0.0,2018-09-27,FY2017,,2018-09-27,FY2017,,2018-09-27,FY2017,,2018-09-27,FY2017,24572000.0,2018-09-27,FY2017,9961000.0,2018-09-27,FY2017,21117000.0,2018-09-27,FY2017,2500000.0,2018-09-27,FY2017,11692000.0,2018-09-27,FY2017,1459000.0,2018-09-27,FY2017,12880000.0,2018-09-27,FY2017,1750000.0,2018-09-27,FY2017,,,,,,
990,IQG.L,,2019-04-11,FY2018,3586000.0,2019-04-11,FY2018,,,,,,,-2160000.0,2019-04-11,FY2018,77000.0,2019-04-11,FY2018,30915000.0,2019-04-11,FY2018,919000.0,2019-04-11,FY2018,5599000.0,2019-04-11,FY2018,,2019-04-11,FY2018,,,,3106000.0,2019-04-11,FY2018,,2019-06-30,,,2019-06-30,,,2019-04-11,FY2018,,2019-04-11,FY2018,,2019-04-11,FY2018,232000.0,2019-04-11,FY2018,-14000.0,2019-04-11,FY2018,1235000.0,2019-04-11,FY2018,1000.0,2019-04-11,FY2018,,,,0.0,2019-04-11,FY2018,,,,0.0,2019-04-11,FY2018,19842000.0,2019-04-11,FY2018,-1643000.0,2019-04-11,FY2018,-1604000.0,2019-04-11,FY2018,,,,232000.0,2019-04-11,FY2018,,,,0.0,2019-04-11,FY2018,,2019-04-11,FY2016,,2019-04-11,FY2018,388000.0,2019-04-11,FY2018,,2019-04-11,FY2018,,,,,,,9979000.0,2019-04-11,FY2018,304000.0,2019-04-11,FY2018,,,,248000.0,2019-04-11,FY2018,619000.0,2019-04-11,FY2018,,2019-04-11,FY2018,,2019-04-11,FY2018,,2019-04-11,FY2018,38124000.0,2019-04-11,FY2018,5544000.0,2019-04-11,FY2018,34501000.0,2019-04-11,FY2018,309000.0,2019-04-11,FY2018,32272000.0,2019-04-11,FY2018,0.0,2019-04-11,FY2018,5852000.0,2019-04-11,FY2018,77000.0,2019-04-11,FY2018,,,,,,
991,IQG.L,,2019-09-30,FY2018,3586000.0,2019-09-30,FY2018,,,,,,,-2160000.0,2019-09-30,FY2018,77000.0,2019-09-30,FY2018,30915000.0,2019-09-30,FY2018,919000.0,2019-09-30,FY2018,5599000.0,2019-09-30,FY2018,,2019-09-30,FY2019,,,,3106000.0,2019-09-30,FY2018,,2019-12-31,,,2019-12-31,,,2019-09-30,FY2018,,2019-09-30,FY2018,,2019-09-30,FY2018,232000.0,2019-09-30,FY2018,-14000.0,2019-09-30,FY2018,1235000.0,2019-09-30,FY2018,1000.0,2019-09-30,FY2018,,,,0.0,2019-09-30,FY2018,,,,0.0,2019-09-30,FY2018,19842000.0,2019-09-30,FY2018,-1643000.0,2019-09-30,FY2018,-1604000.0,2019-09-30,FY2018,,,,232000.0,2019-09-30,FY2018,,,,0.0,2019-09-30,FY2018,,2019-09-30,FY2016,,2019-09-30,FY2018,388000.0,2019-09-30,FY2018,,2019-09-30,FY2018,,,,,,,9979000.0,2019-09-30,FY2018,304000.0,2019-09-30,FY2018,,,,248000.0,2019-09-30,FY2018,619000.0,2019-09-30,FY2018,,2019-09-30,FY2018,,2019-09-30,FY2018,,2019-09-30,FY2018,38124000.0,2019-09-30,FY2018,5544000.0,2019-09-30,FY2018,34501000.0,2019-09-30,FY2018,309000.0,2019-09-30,FY2018,32272000.0,2019-09-30,FY2018,0.0,2019-09-30,FY2018,5852000.0,2019-09-30,FY2018,77000.0,2019-09-30,FY2018,,,,,,
992,IQG.L,272000.0,2020-03-09,FY2019,1765000.0,2020-03-09,FY2019,,,,,,,-1232000.0,2020-03-09,FY2019,0.0,2020-03-09,FY2019,13053000.0,2020-03-09,FY2019,-4690000.0,2020-03-09,FY2019,4563000.0,2020-03-09,FY2019,1118000.0,2020-03-09,FY2019,,,,1100000.0,2020-03-09,FY2019,,2020-06-30,,,2020-06-30,,71,2020-03-09,FY2019,0.0,2020-03-09,FY2019,0.0,2020-03-09,FY2019,0.0,2020-03-09,FY2019,-10000.0,2020-03-09,FY2019,1596000.0,2020-03-09,FY2019,72000.0,2020-03-09,FY2019,,,,-10919000.0,2020-03-09,FY2019,,,,,2020-03-09,FY2018,-5767000.0,2020-03-09,FY2019,-6170000.0,2020-03-09,FY2019,-6234000.0,2020-03-09,FY2019,,,,1224000.0,2020-03-09,FY2019,,,,,2020-03-09,FY2018,,2020-03-09,FY2016,859000.0,2020-03-09,FY2019,159000.0,2020-03-09,FY2019,64000.0,2020-03-09,FY2019,,,,,,,7806000.0,2020-03-09,FY2019,492000.0,2020-03-09,FY2019,,,,102000.0,2020-03-09,FY2019,-136000.0,2020-03-09,FY2019,,2020-03-09,FY2019,54000.0,2020-03-09,FY2019,-64000.0,2020-03-09,FY2019,19177000.0,2020-03-09,FY2019,3320000.0,2020-03-09,FY2019,15422000.0,2020-03-09,FY2019,79000.0,2020-03-09,FY2019,15572000.0,2020-03-09,FY2019,,2020-03-09,FY2019,3605000.0,2020-03-09,FY2019,0.0,2020-03-09,FY2019,,,,,,
993,IQG.L,272000.0,2020-09-14,FY2019,1765000.0,2020-09-14,FY2019,,,,,,,-1232000.0,2020-09-14,FY2019,0.0,2020-09-14,FY2019,13053000.0,2020-09-14,FY2019,-4690000.0,2020-09-14,FY2019,4563000.0,2020-09-14,FY2019,1118000.0,2020-09-14,FY2019,,,,1100000.0,2020-09-14,FY2019,-3866000.0,2021-03-23,FY2020,-2495000.0,2021-03-23,FY2020,71,2020-09-14,FY2019,0.0,2020-09-14,FY2019,0.0,2020-09-14,FY2019,0.0,2020-09-14,FY2019,-10000.0,2020-09-14,FY2019,1596000.0,2020-09-14,FY2019,72000.0,2020-09-14,FY2019,,,,-10919000.0,2020-09-14,FY2019,,,,,2020-09-14,FY2018,-5767000.0,2020-09-14,FY2019,-6170000.0,2020-09-14,FY2019,-6234000.0,2020-09-14,FY2019,,,,1224000.0,2020-09-14,FY2019,,,,,2020-09-14,FY2018,,2020-09-14,FY2017,859000.0,2020-09-14,FY2019,159000.0,2020-09-14,FY2019,64000.0,2020-09-14,FY2019,,,,,,,7806000.0,2020-09-14,FY2019,492000.0,2020-09-14,FY2019,,,,102000.0,2020-09-14,FY2019,-136000.0,2020-09-14,FY2019,,2020-09-14,FY2019,54000.0,2020-09-14,FY2019,-64000.0,2020-09-14,FY2019,19177000.0,2020-09-14,FY2019,3320000.0,2020-09-14,FY2019,15422000.0,2020-09-14,FY2019,79000.0,2020-09-14,FY2019,15572000.0,2020-09-14,FY2019,,2020-09-14,FY2019,3605000.0,2020-09-14,FY2019,0.0,2020-09-14,FY2019,,,,,,
994,IQG.L,74000.0,2021-03-23,FY2020,1857000.0,2021-03-23,FY2020,,,,,,,-1472000.0,2021-03-23,FY2020,1638000.0,2021-03-23,FY2020,11078000.0,2021-03-23,FY2020,-2316000.0,2021-03-23,FY2020,4409000.0,2021-03-23,FY2020,2833000.0,2021-03-23,FY2020,,,,1371000.0,2021-03-23,FY2020,-3866000.0,2021-09-13,FY2020,-2495000.0,2021-09-13,FY2020,96,2021-03-23,FY2020,4403000.0,2021-03-23,FY2020,0.0,2021-03-23,FY2020,,2021-03-23,FY2019,-97000.0,2021-03-23,FY2020,4499000.0,2021-03-23,FY2020,7000.0,2021-03-23,FY2020,,,,5178000.0,2021-03-23,FY2020,,,,,2021-03-23,FY2018,-4111000.0,2021-03-23,FY2020,-4111000.0,2021-03-23,FY2020,-4426000.0,2021-03-23,FY2020,,,,3583000.0,2021-03-23,FY2020,,,,746000.0,2021-03-23,FY2020,-8000.0,2021-03-23,FY2020,2131000.0,2021-03-23,FY2020,1734000.0,2021-03-23,FY2020,940000.0,2021-03-23,FY2020,,,,,,,9155000.0,2021-03-23,FY2020,1775000.0,2021-03-23,FY2020,,,,130000.0,2021-03-23,FY2020,-289000.0,2021-03-23,FY2020,-399000.0,2021-03-23,FY2020,66000.0,2021-03-23,FY2020,-315000.0,2021-03-23,FY2020,27477000.0,2021-03-23,FY2020,6203000.0,2021-03-23,FY2020,16841000.0,2021-03-23,FY2020,2446000.0,2021-03-23,FY2020,18106000.0,2021-03-23,FY2020,,2021-03-23,FY2020,9371000.0,2021-03-23,FY2020,2071000.0,2021-03-23,FY2020,,,,,,
995,IQG.L,74000.0,2021-09-13,FY2020,1857000.0,2021-09-13,FY2020,,,,,,,-1472000.0,2021-09-13,FY2020,1638000.0,2021-09-13,FY2020,11078000.0,2021-09-13,FY2020,-2316000.0,2021-09-13,FY2020,4409000.0,2021-09-13,FY2020,2833000.0,2021-09-13,FY2020,,,,1371000.0,2021-09-13,FY2020,-2800000.0,2022-03-22,FY2021,829000.0,2022-03-22,FY2021,96,2021-09-13,FY2020,4403000.0,2021-09-13,FY2020,0.0,2021-09-13,FY2020,,2021-09-13,FY2019,-97000.0,2021-09-13,FY2020,4499000.0,2021-09-13,FY2020,7000.0,2021-09-13,FY2020,,,,5178000.0,2021-09-13,FY2020,,,,,2021-09-13,FY2018,-4111000.0,2021-09-13,FY2020,-4111000.0,2021-09-13,FY2020,-4426000.0,2021-09-13,FY2020,,,,3583000.0,2021-09-13,FY2020,,,,746000.0,2021-09-13,FY2020,-8000.0,2021-09-13,FY2020,2131000.0,2021-09-13,FY2020,1734000.0,2021-09-13,FY2020,940000.0,2021-09-13,FY2020,,,,,,,9155000.0,2021-09-13,FY2020,1775000.0,2021-09-13,FY2020,,,,130000.0,2021-09-13,FY2020,-289000.0,2021-09-13,FY2020,-399000.0,2021-09-13,FY2020,66000.0,2021-09-13,FY2020,-315000.0,2021-09-13,FY2020,27477000.0,2021-09-13,FY2020,6203000.0,2021-09-13,FY2020,16841000.0,2021-09-13,FY2020,2446000.0,2021-09-13,FY2020,18106000.0,2021-09-13,FY2020,,2021-09-13,FY2020,9371000.0,2021-09-13,FY2020,2071000.0,2021-09-13,FY2020,,,,,,
996,IQG.L,458000.0,2022-03-22,FY2021,3320000.0,2022-03-22,FY2021,,,,,,,-1979000.0,2022-03-22,FY2021,1434000.0,2022-03-22,FY2021,11499000.0,2022-03-22,FY2021,745000.0,2022-03-22,FY2021,5052000.0,2022-03-22,FY2021,4501000.0,2022-03-22,FY2021,,,,1971000.0,2022-03-22,FY2021,-2800000.0,2022-09-20,FY2021,829000.0,2022-09-20,FY2021,102,2022-03-22,FY2021,4438000.0,2022-03-22,FY2021,0.0,2022-03-22,FY2021,,2022-03-22,FY2019,-88000.0,2022-03-22,FY2021,4769000.0,2022-03-22,FY2021,7000.0,2022-03-22,FY2021,,,,14000.0,2022-03-22,FY2021,,,,,2022-03-22,FY2018,-1929000.0,2022-03-22,FY2021,-1929000.0,2022-03-22,FY2021,-2741000.0,2022-03-22,FY2021,,,,5330000.0,2022-03-22,FY2021,,,,0.0,2022-03-22,FY2021,-86000.0,2022-03-22,FY2021,2198000.0,2022-03-22,FY2021,1503000.0,2022-03-22,FY2021,1270000.0,2022-03-22,FY2021,,,,,,,13849000.0,2022-03-22,FY2021,1793000.0,2022-03-22,FY2021,,,,282000.0,2022-03-22,FY2021,550000.0,2022-03-22,FY2021,-746000.0,2022-03-22,FY2021,-66000.0,2022-03-22,FY2021,-812000.0,2022-03-22,FY2021,27410000.0,2022-03-22,FY2021,8825000.0,2022-03-22,FY2021,16700000.0,2022-03-22,FY2021,1680000.0,2022-03-22,FY2021,17151000.0,2022-03-22,FY2021,,2022-03-22,FY2021,10259000.0,2022-03-22,FY2021,1434000.0,2022-03-22,FY2021,,,,,,
